#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  1.0225  -11.2316  -11.2156  -11.2089  -10.1961  -10.1754  -10.1693   -9.1860   -9.1807   -9.1800   -9.1793   -9.1743   -9.1735   -9.0978   -9.0962   -9.0955   -9.0858   -9.0841   -9.0834   -8.5305   -8.5277   -8.5169   -3.8277   -3.8189   -3.7768   -3.2275   -3.2058   -3.0790   -3.0429   -2.9187   -2.9108   -2.5048   -2.4458   -2.4327   -2.1164   -2.0675   -2.0539   -1.6766   -1.6700   -1.6316    1.8349    1.8676    2.0890    2.5794    2.8580    2.8939    4.3102    4.3855    4.4152    5.5990    5.6204    5.6442    6.5712    6.5782    6.9303    7.0924    7.1646
  1.0826  -11.2376  -11.2223  -11.2086  -10.2135  -10.1759  -10.1691   -9.1870   -9.1818   -9.1811   -9.1776   -9.1725   -9.1717   -9.1004   -9.0987   -9.0980   -9.0837   -9.0820   -9.0813   -8.5376   -8.5347   -8.5142   -3.8645   -3.8574   -3.7760   -3.3106   -3.2918   -3.1268   -2.9504   -2.7897   -2.7763   -2.5175   -2.4272   -2.4100   -2.1532   -1.9953   -1.9841   -1.6699   -1.6628   -1.5465    1.7335    1.7630    2.3061    2.4385    3.0663    3.0957    4.1703    4.3972    4.4321    5.4850    5.4916    5.5071    6.4467    6.4603    6.7961    6.8732    6.9579
  1.1427  -11.2452  -11.2301  -11.2101  -10.2318  -10.1790  -10.1721   -9.1884   -9.1832   -9.1824   -9.1753   -9.1702   -9.1694   -9.1035   -9.1018   -9.1011   -9.0813   -9.0796   -9.0789   -8.5455   -8.5425   -8.5140   -3.9076   -3.9019   -3.7911   -3.3857   -3.3685   -3.1810   -2.8426   -2.6652   -2.6506   -2.5001   -2.3975   -2.3770   -2.1947   -1.8882   -1.8765   -1.6550   -1.6497   -1.4303    1.6286    1.6534    2.3109    2.5877    3.3136    3.3358    3.9731    4.4105    4.4470    5.2219    5.2306    5.3370    6.1791    6.1830    6.5462    6.5964    6.6295
  1.2029  -11.2531  -11.2381  -11.2127  -10.2490  -10.1838  -10.1769   -9.1897   -9.1844   -9.1837   -9.1730   -9.1679   -9.1671   -9.1067   -9.1050   -9.1043   -9.0789   -9.0773   -9.0766   -8.5532   -8.5501   -8.5153   -3.9506   -3.9459   -3.8152   -3.4487   -3.4331   -3.2285   -2.7571   -2.5967   -2.5872   -2.4419   -2.3083   -2.2878   -2.2351   -1.7798   -1.7655   -1.6209   -1.6176   -1.2996    1.5282    1.5479    2.2114    2.9124    3.5637    3.5793    3.7395    4.4362    4.4695    4.9040    4.9146    5.1961    5.7852    5.7903    6.1181    6.5230    6.5351
  1.2630  -11.2605  -11.2454  -11.2157  -10.2638  -10.1890  -10.1822   -9.1907   -9.1855   -9.1847   -9.1710   -9.1659   -9.1651   -9.1095   -9.1078   -9.1071   -9.0769   -9.0752   -9.0745   -8.5599   -8.5567   -8.5174   -3.9885   -3.9844   -3.8410   -3.4983   -3.4845   -3.2673   -2.7102   -2.5834   -2.5789   -2.3455   -2.2699   -2.1722   -2.1524   -1.7213   -1.7085   -1.5381   -1.5331   -1.1716    1.4380    1.4524    2.1331    3.2725    3.5081    3.7622    3.7738    4.4631    4.4841    4.6564    4.6910    5.0863    5.4499    5.4547    5.7635    6.3364    6.4286
  1.3231  -11.2663  -11.2512  -11.2184  -10.2751  -10.1936  -10.1868   -9.1915   -9.1863   -9.1855   -9.1695   -9.1644   -9.1636   -9.1117   -9.1100   -9.1093   -9.0753   -9.0737   -9.0730   -8.5651   -8.5619   -8.5194   -4.0177   -4.0141   -3.8631   -3.5340   -3.5221   -3.2959   -2.6896   -2.5884   -2.5860   -2.2964   -2.2429   -2.0415   -2.0217   -1.7039   -1.6957   -1.4342   -1.4290   -1.0633    1.3640    1.3736    2.0770    3.2856    3.6864    3.8579    3.8684    4.3301    4.3415    4.7243    4.7609    5.0110    5.2081    5.2140    5.4922    5.7237    6.3180
  1.3833  -11.2701  -11.2550  -11.2203  -10.2823  -10.1966  -10.1899   -9.1920   -9.1868   -9.1860   -9.1685   -9.1634   -9.1627   -9.1131   -9.1114   -9.1107   -9.0743   -9.0727   -9.0720   -8.5684   -8.5651   -8.5208   -4.0361   -4.0327   -3.8777   -3.5553   -3.5451   -3.3135   -2.6812   -2.5948   -2.5932   -2.3129   -2.1674   -1.9484   -1.9285   -1.6997   -1.6957   -1.3577   -1.3524   -0.9906    1.3147    1.3200    2.0432    3.1503    3.8711    3.8795    4.0792    4.2076    4.2190    4.8874    4.9131    4.9663    5.0760    5.0864    5.2483    5.3214    6.2151
  1.4434  -11.2714  -11.2562  -11.2210  -10.2847  -10.1977  -10.1910   -9.1921   -9.1869   -9.1861   -9.1682   -9.1631   -9.1624   -9.1136   -9.1119   -9.1112   -9.0740   -9.0723   -9.0716   -8.5695   -8.5662   -8.5213   -4.0424   -4.0391   -3.8828   -3.5624   -3.5529   -3.3193   -2.6790   -2.5974   -2.5960   -2.3185   -2.1398   -1.9142   -1.8943   -1.6988   -1.6979   -1.3300   -1.3246   -0.9650    1.2975    1.3006    2.0320    3.1018    3.8653    3.8721    4.1666    4.1790    4.3162    4.9321    4.9511    4.9529    5.0151    5.0620    5.0736    5.2630    6.1511
  1.4434  -11.2714  -11.2562  -11.2210  -10.2847  -10.1977  -10.1910   -9.1921   -9.1869   -9.1861   -9.1682   -9.1631   -9.1624   -9.1136   -9.1119   -9.1112   -9.0740   -9.0723   -9.0716   -8.5695   -8.5662   -8.5213   -4.0424   -4.0391   -3.8828   -3.5624   -3.5529   -3.3193   -2.6790   -2.5974   -2.5960   -2.3185   -2.1398   -1.9142   -1.8943   -1.6988   -1.6979   -1.3300   -1.3246   -0.9650    1.2975    1.3006    2.0320    3.1018    3.8653    3.8721    4.1666    4.1790    4.3162    4.9321    4.9511    4.9530    5.0151    5.0622    5.0735    5.2630    6.1630
  1.4990  -11.2774  -11.2562  -11.2237  -10.2892  -10.2161  -10.1802   -9.1917   -9.1865   -9.1857   -9.1681   -9.1630   -9.1623   -9.1135   -9.1118   -9.1111   -9.0743   -9.0727   -9.0720   -8.5814   -8.5606   -8.5241   -4.0713   -4.0304   -3.8935   -3.5512   -3.5339   -3.2958   -2.6682   -2.5939   -2.5640   -2.3177   -2.1312   -1.9060   -1.8856   -1.7522   -1.6396   -1.3236   -1.3157   -0.9578    1.2700    1.3842    2.0488    3.1229    3.7621    3.9590    4.1199    4.2471    4.3261    4.8826    4.9348    5.0247    5.0318    5.0646    5.0908    5.2675    6.0973
  1.5545  -11.2920  -11.2590  -11.2316  -10.3025  -10.2443  -10.1743   -9.1903   -9.1851   -9.1842   -9.1678   -9.1627   -9.1620   -9.1132   -9.1115   -9.1108   -9.0752   -9.0736   -9.0729   -8.6003   -8.5601   -8.5322   -4.1334   -4.0311   -3.9237   -3.5012   -3.4887   -3.2295   -2.6336   -2.5543   -2.5008   -2.3152   -2.1055   -1.8815   -1.8599   -1.7958   -1.5804   -1.3033   -1.2904   -0.9366    1.2983    1.5226    2.0988    3.1848    3.6433    4.0099    4.1164    4.3340    4.3556    4.8370    4.9336    5.0555    5.0730    5.1261    5.1308    5.2790    6.0688
  1.6101  -11.3126  -11.2666  -11.2443  -10.3237  -10.2783  -10.1758   -9.1882   -9.1830   -9.1821   -9.1672   -9.1622   -9.1615   -9.1127   -9.1110   -9.1103   -9.0767   -9.0751   -9.0744   -8.6236   -8.5657   -8.5451   -4.2264   -4.0434   -3.9691   -3.4337   -3.3898   -3.1303   -2.5705   -2.4795   -2.4163   -2.3101   -2.0631   -1.8413   -1.8221   -1.8174   -1.5244   -1.2690   -1.2500   -0.9018    1.3829    1.7100    2.1806    3.2830    3.5153    4.0082    4.1793    4.4040    4.4259    4.8177    4.9336    5.1019    5.1086    5.1894    5.2129    5.2924    6.0604
  1.6657  -11.3378  -11.2790  -11.2613  -10.3515  -10.3169  -10.1841   -9.1855   -9.1803   -9.1794   -9.1665   -9.1614   -9.1607   -9.1121   -9.1103   -9.1096   -9.0788   -9.0771   -9.0764   -8.6500   -8.5766   -8.5619   -4.3402   -4.0720   -4.0266   -3.3453   -3.2403   -3.0103   -2.4766   -2.3728   -2.3248   -2.2962   -2.0046   -1.8189   -1.7860   -1.7588   -1.4740   -1.2213   -1.1953   -0.8543    1.5201    1.9412    2.2909    3.3811    3.4123    4.0049    4.2612    4.4704    4.5113    4.8297    4.9386    5.1422    5.1802    5.2664    5.2887    5.3047    6.0656
  1.7212  -11.3664  -11.2954  -11.2818  -10.3843  -10.3583  -10.1980   -9.1826   -9.1774   -9.1765   -9.1654   -9.1604   -9.1597   -9.1113   -9.1096   -9.1089   -9.0812   -9.0795   -9.0788   -8.6779   -8.5916   -8.5815   -4.4644   -4.1185   -4.0934   -3.2306   -3.0517   -2.8848   -2.3667   -2.2472   -2.2457   -2.2375   -1.9312   -1.7674   -1.7169   -1.6852   -1.4295   -1.1615   -1.1274   -0.7955    1.7035    2.2090    2.4248    3.2491    3.5624    4.0164    4.3483    4.5530    4.5781    4.8755    4.9522    5.1905    5.2414    5.3351    5.3481    5.3608    6.0925
  1.7768  -11.3973  -11.3151  -11.3047  -10.4203  -10.4011  -10.2162   -9.1797   -9.1745   -9.1737   -9.1640   -9.1590   -9.1583   -9.1105   -9.1088   -9.1081   -9.0839   -9.0822   -9.0815   -8.7061   -8.6095   -8.6026   -4.5908   -4.1797   -4.1660   -3.0981   -2.8312   -2.7765   -2.2757   -2.1865   -2.1093   -2.0825   -1.8443   -1.6563   -1.6354   -1.5979   -1.3896   -1.0917   -1.0478   -0.7272    1.9238    2.4997    2.5752    3.1282    3.7278    4.0465    4.4385    4.6243    4.6489    4.9467    4.9771    5.2372    5.2454    5.3807    5.4351    5.8227    6.1871
  1.8324  -11.4292  -11.3369  -11.3291  -10.4579  -10.4436  -10.2374   -9.1771   -9.1719   -9.1712   -9.1621   -9.1572   -9.1565   -9.1098   -9.1081   -9.1074   -9.0867   -9.0850   -9.0843   -8.7333   -8.6287   -8.6243   -4.7137   -4.2503   -4.2403   -2.9650   -2.7097   -2.5851   -2.1624   -2.1294   -1.9140   -1.9082   -1.7459   -1.5451   -1.4992   -1.4941   -1.3497   -1.0141   -0.9585   -0.6517    2.1692    2.7309    2.7491    3.0813    3.8998    4.0978    4.5306    4.6578    4.7534    5.0136    5.0270    5.1957    5.2817    5.3874    5.5600    5.6510    6.1326
  1.8879  -11.4608  -11.3597  -11.3539  -10.4954  -10.4844  -10.2600   -9.1751   -9.1699   -9.1692   -9.1599   -9.1550   -9.1543   -9.1091   -9.1074   -9.1067   -9.0895   -9.0878   -9.0871   -8.7587   -8.6482   -8.6454   -4.8288   -4.3240   -4.3135   -2.8546   -2.6864   -2.3208   -2.0446   -2.0023   -1.7466   -1.6754   -1.6382   -1.4471   -1.3910   -1.3019   -1.2995   -0.9321   -0.8619   -0.5723    2.4250    2.7513    2.8880    3.3029    4.0703    4.1730    4.6222    4.6852    4.8588    5.0571    5.1034    5.1384    5.2982    5.3658    5.6953    6.0076    6.1865
