#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   1.72429    -16.593030    -16.593033
   1.78056    -16.594484    -16.594487
   1.83684    -16.595780    -16.595782
   1.89311    -16.596809    -16.596811
   1.94938    -16.597475    -16.597478
   2.00566    -16.597708    -16.597710
   2.00566    -16.597708    -16.597710
   2.06205    -16.597594    -16.597596
   2.11843    -16.597269    -16.597272
   2.17482    -16.596765    -16.596767
   2.23121    -16.596126    -16.596128
   2.28759    -16.595408    -16.595410
   2.34398    -16.594669    -16.594672
   2.40037    -16.593948    -16.593950
   2.45675    -16.593268    -16.593270
   2.51314    -16.592623    -16.592625
   2.56953    -16.591997    -16.592000
   2.62591    -16.591346    -16.591348
   2.62591    -16.585110    -16.585112
   2.68462    -16.587039    -16.587041
   2.74332    -16.588658    -16.588660
   2.80203    -16.589998    -16.590000
   2.86073    -16.591202    -16.591205
   2.91943    -16.592431    -16.592434
   2.97814    -16.593793    -16.593796
   3.03684    -16.595230    -16.595233
   3.09555    -16.596515    -16.596517
   3.15425    -16.597393    -16.597396
   3.21295    -16.597708    -16.597710
   3.21295    -16.597708    -16.597710
   3.27196    -16.597491    -16.597494
   3.33096    -16.596827    -16.596829
   3.38996    -16.595657    -16.595659
   3.44897    -16.593920    -16.593922
   3.50797    -16.591556    -16.591559
   3.56697    -16.588535    -16.588537
   3.62597    -16.584834    -16.584836
   3.68498    -16.580498    -16.580500
   3.74398    -16.575697    -16.575699
   3.80298    -16.572292    -16.572294
 
# Band-Index    4
   3.80298    -16.572231    -16.572233
   3.74398    -16.572482    -16.572484
   3.68498    -16.573061    -16.573063
   3.62597    -16.573986    -16.573988
   3.56697    -16.575170    -16.575172
   3.50797    -16.576488    -16.576490
   3.44897    -16.577806    -16.577808
   3.38996    -16.578992    -16.578994
   3.33096    -16.579935    -16.579937
   3.27196    -16.580540    -16.580542
   3.21295    -16.580751    -16.580753
   3.21295    -16.580751    -16.580753
   3.15425    -16.580614    -16.580616
   3.09555    -16.580156    -16.580158
   3.03684    -16.579207    -16.579209
   2.97814    -16.577501    -16.577503
   2.91943    -16.574818    -16.574820
   2.86073    -16.574309    -16.574311
   2.80203    -16.577218    -16.577220
   2.74332    -16.580072    -16.580074
   2.68462    -16.582723    -16.582725
   2.62591    -16.585016    -16.585019
   2.62591    -16.591310    -16.591312
   2.56953    -16.590553    -16.590555
   2.51314    -16.589617    -16.589619
   2.45675    -16.588511    -16.588513
   2.40037    -16.587252    -16.587254
   2.34398    -16.585912    -16.585914
   2.28759    -16.584570    -16.584572
   2.23121    -16.583317    -16.583319
   2.17482    -16.582248    -16.582250
   2.11843    -16.581429    -16.581431
   2.06205    -16.580922    -16.580923
   2.00566    -16.580751    -16.580753
   2.00566    -16.580751    -16.580753
   1.94938    -16.580756    -16.580758
   1.89311    -16.580752    -16.580754
   1.83684    -16.580667    -16.580669
   1.78056    -16.580395    -16.580397
   1.72429    -16.579842    -16.579844
   1.66801    -16.578982    -16.578984
   1.61174    -16.577891    -16.577893
   1.55546    -16.576720    -16.576722
   1.49919    -16.575629    -16.575631
   1.44291    -16.574768    -16.574770
   1.38664    -16.574187    -16.574189
   1.33036    -16.573869    -16.573871
   1.27409    -16.573713    -16.573715
   1.27409    -16.584324    -16.584326
   1.21114    -16.584078    -16.584080
   1.14820    -16.583453    -16.583455
   1.08526    -16.582659    -16.582660
   1.02231    -16.581892    -16.581894
   0.95937    -16.581272    -16.581274
   0.89643    -16.580883    -16.580884
   0.83348    -16.580751    -16.580753
   0.83348    -16.580751    -16.580753
   0.77111    -16.581038    -16.581040
   0.70875    -16.581874    -16.581876
   0.64638    -16.583175    -16.583177
   0.58401    -16.584814    -16.584816
   0.52164    -16.586655    -16.586657
   0.45928    -16.588581    -16.588583
   0.39691    -16.590466    -16.590468
   0.39691    -16.583946    -16.583948
   0.33076    -16.579653    -16.579655
   0.26461    -16.575216    -16.575218
   0.19846    -16.572328    -16.572330
   0.13230    -16.576898    -16.576900
   0.06615    -16.579768    -16.579770
   0.00000    -16.580751    -16.580753
 
# Band-Index    5
   0.00000    -16.564077    -16.564079
   0.06615    -16.564955    -16.564956
   0.13230    -16.567406    -16.567408
   0.19846    -16.570992    -16.570994
   0.26461    -16.566255    -16.566257
   0.33076    -16.558904    -16.558906
   0.39691    -16.550588    -16.550590
   0.39691    -16.541363    -16.541365
   0.45928    -16.546969    -16.546971
   0.52164    -16.551950    -16.551952
   0.58401    -16.556182    -16.556184
   0.64638    -16.559571    -16.559573
   0.70875    -16.562052    -16.562054
   0.77111    -16.563568    -16.563570
   0.83348    -16.564077    -16.564079
   0.83348    -16.564077    -16.564079
   0.89643    -16.564080    -16.564082
   0.95937    -16.564093    -16.564095
   1.02231    -16.564121    -16.564123
   1.08526    -16.564155    -16.564157
   1.14820    -16.564200    -16.564201
   1.21114    -16.564230    -16.564232
   1.27409    -16.564246    -16.564247
   1.27409    -16.566185    -16.566188
   1.33036    -16.566219    -16.566222
   1.38664    -16.566291    -16.566294
   1.44291    -16.566333    -16.566336
   1.49919    -16.566278    -16.566281
   1.55546    -16.566101    -16.566103
   1.61174    -16.565810    -16.565812
   1.66801    -16.565455    -16.565457
   1.72429    -16.565085    -16.565087
   1.78056    -16.564741    -16.564743
   1.83684    -16.564456    -16.564458
   1.89311    -16.564244    -16.564246
   1.94938    -16.564118    -16.564120
   2.00566    -16.564077    -16.564079
   2.00566    -16.564077    -16.564079
   2.06205    -16.563872    -16.563873
   2.11843    -16.563256    -16.563257
   2.17482    -16.562223    -16.562224
   2.23121    -16.560772    -16.560774
   2.28759    -16.558914    -16.558915
   2.34398    -16.556666    -16.556668
   2.40037    -16.554058    -16.554060
   2.45675    -16.551125    -16.551127
   2.51314    -16.547904    -16.547906
   2.56953    -16.544440    -16.544442
   2.62591    -16.540790    -16.540792
   2.62591    -16.549919    -16.549921
   2.68462    -16.555681    -16.555684
   2.74332    -16.561310    -16.561312
   2.80203    -16.566532    -16.566534
   2.86073    -16.571113    -16.571115
   2.91943    -16.571513    -16.571515
   2.97814    -16.568996    -16.568997
   3.03684    -16.566903    -16.566905
   3.09555    -16.565347    -16.565349
   3.15425    -16.564395    -16.564397
   3.21295    -16.564077    -16.564079
   3.21295    -16.564077    -16.564079
   3.27196    -16.564147    -16.564149
   3.33096    -16.564350    -16.564351
   3.38996    -16.564653    -16.564655
   3.44897    -16.565008    -16.565010
   3.50797    -16.565364    -16.565366
   3.56697    -16.565684    -16.565686
   3.62597    -16.565920    -16.565922
   3.68498    -16.566062    -16.566064
   3.74398    -16.566125    -16.566127
   3.80298    -16.566139    -16.566142
 
# Band-Index    6
   3.80298    -16.566115    -16.566117
   3.74398    -16.562043    -16.562045
   3.68498    -16.555432    -16.555434
   3.62597    -16.548127    -16.548129
   3.56697    -16.540393    -16.540396
   3.50797    -16.532373    -16.532375
   3.44897    -16.524240    -16.524242
   3.38996    -16.516203    -16.516205
   3.33096    -16.508755    -16.508757
   3.27196    -16.504448    -16.504451
   3.21295    -16.504089    -16.504092
   3.21295    -16.504089    -16.504092
   3.15425    -16.504295    -16.504297
   3.09555    -16.505872    -16.505875
   3.03684    -16.510004    -16.510007
   2.97814    -16.515218    -16.515221
   2.91943    -16.520744    -16.520747
   2.86073    -16.526403    -16.526406
   2.80203    -16.532148    -16.532150
   2.74332    -16.537983    -16.537985
   2.68462    -16.543894    -16.543896
   2.62591    -16.549736    -16.549739
   2.62591    -16.540738    -16.540740
   2.56953    -16.536908    -16.536911
   2.51314    -16.532896    -16.532898
   2.45675    -16.528753    -16.528756
   2.40037    -16.524496    -16.524499
   2.34398    -16.520157    -16.520159
   2.28759    -16.515777    -16.515780
   2.23121    -16.511453    -16.511455
   2.17482    -16.507461    -16.507464
   2.11843    -16.504826    -16.504828
   2.06205    -16.504157    -16.504160
   2.00566    -16.504089    -16.504092
   2.00566    -16.504089    -16.504092
   1.94938    -16.504267    -16.504270
   1.89311    -16.506078    -16.506081
   1.83684    -16.510800    -16.510802
   1.78056    -16.516536    -16.516538
   1.72429    -16.522557    -16.522560
   1.66801    -16.528687    -16.528689
   1.61174    -16.534851    -16.534853
   1.55546    -16.540999    -16.541002
   1.49919    -16.547065    -16.547067
   1.44291    -16.552972    -16.552975
   1.38664    -16.558573    -16.558575
   1.33036    -16.563518    -16.563521
   1.27409    -16.566162    -16.566165
   1.27409    -16.505164    -16.505167
   1.21114    -16.505103    -16.505105
   1.14820    -16.504944    -16.504946
   1.08526    -16.504715    -16.504717
   1.02231    -16.504481    -16.504484
   0.95937    -16.504273    -16.504276
   0.89643    -16.504135    -16.504138
   0.83348    -16.504089    -16.504092
   0.83348    -16.504089    -16.504092
   0.77111    -16.504357    -16.504359
   0.70875    -16.508056    -16.508059
   0.64638    -16.514685    -16.514688
   0.58401    -16.521680    -16.521682
   0.52164    -16.528565    -16.528567
   0.45928    -16.535162    -16.535164
   0.39691    -16.541310    -16.541312
   0.39691    -16.550403    -16.550405
   0.33076    -16.541277    -16.541279
   0.26461    -16.531539    -16.531541
   0.19846    -16.521602    -16.521604
   0.13230    -16.511985    -16.511988
   0.06615    -16.504945    -16.504948
   0.00000    -16.504089    -16.504092
 
# Band-Index    7
   0.00000    -16.495850    -16.495852
   0.06615    -16.499720    -16.499723
   0.13230    -16.500221    -16.500223
   0.19846    -16.498263    -16.498265
   0.26461    -16.495871    -16.495874
   0.33076    -16.493487    -16.493490
   0.39691    -16.491419    -16.491422
   0.39691    -16.491429    -16.491431
   0.45928    -16.493455    -16.493457
   0.52164    -16.495655    -16.495657
   0.58401    -16.497821    -16.497823
   0.64638    -16.499716    -16.499718
   0.70875    -16.500870    -16.500872
   0.77111    -16.498987    -16.498989
   0.83348    -16.495850    -16.495852
   0.83348    -16.495850    -16.495852
   0.89643    -16.495886    -16.495889
   0.95937    -16.495983    -16.495985
   1.02231    -16.496108    -16.496110
   1.08526    -16.496223    -16.496226
   1.14820    -16.496321    -16.496324
   1.21114    -16.496374    -16.496377
   1.27409    -16.496396    -16.496399
   1.27409    -16.486460    -16.486463
   1.33036    -16.486692    -16.486694
   1.38664    -16.487472    -16.487474
   1.44291    -16.488714    -16.488716
   1.49919    -16.490337    -16.490339
   1.55546    -16.492222    -16.492224
   1.61174    -16.494213    -16.494215
   1.66801    -16.496183    -16.496185
   1.72429    -16.498003    -16.498005
   1.78056    -16.499535    -16.499538
   1.83684    -16.500603    -16.500605
   1.89311    -16.500577    -16.500579
   1.94938    -16.497972    -16.497975
   2.00566    -16.495850    -16.495852
   2.00566    -16.495850    -16.495852
   2.06205    -16.497435    -16.497438
   2.11843    -16.500134    -16.500136
   2.17482    -16.501227    -16.501229
   2.23121    -16.500942    -16.500944
   2.28759    -16.500191    -16.500193
   2.34398    -16.499224    -16.499226
   2.40037    -16.498127    -16.498130
   2.45675    -16.496951    -16.496953
   2.51314    -16.495721    -16.495723
   2.56953    -16.494479    -16.494481
   2.62591    -16.493265    -16.493267
   2.62591    -16.491969    -16.491972
   2.68462    -16.493268    -16.493270
   2.74332    -16.494726    -16.494728
   2.80203    -16.496202    -16.496204
   2.86073    -16.497636    -16.497638
   2.91943    -16.498948    -16.498950
   2.97814    -16.500030    -16.500032
   3.03684    -16.500700    -16.500702
   3.09555    -16.500275    -16.500277
   3.15425    -16.497714    -16.497716
   3.21295    -16.495850    -16.495852
   3.21295    -16.495850    -16.495852
   3.27196    -16.499018    -16.499020
   3.33096    -16.500698    -16.500700
   3.38996    -16.499331    -16.499333
   3.44897    -16.497117    -16.497119
   3.50797    -16.494516    -16.494518
   3.56697    -16.491797    -16.491799
   3.62597    -16.489221    -16.489223
   3.68498    -16.487081    -16.487083
   3.74398    -16.485650    -16.485652
   3.80298    -16.485181    -16.485183
 
# Band-Index    8
   3.80298    -16.485144    -16.485147
   3.74398    -16.485180    -16.485182
   3.68498    -16.485175    -16.485177
   3.62597    -16.485176    -16.485178
   3.56697    -16.485188    -16.485191
   3.50797    -16.485203    -16.485205
   3.44897    -16.485232    -16.485234
   3.38996    -16.485264    -16.485266
   3.33096    -16.485298    -16.485300
   3.27196    -16.485326    -16.485328
   3.21295    -16.485516    -16.485519
   3.21295    -16.485516    -16.485519
   3.15425    -16.485567    -16.485569
   3.09555    -16.485721    -16.485724
   3.03684    -16.485985    -16.485988
   2.97814    -16.486377    -16.486379
   2.91943    -16.486911    -16.486913
   2.86073    -16.487597    -16.487599
   2.80203    -16.488439    -16.488442
   2.74332    -16.489442    -16.489444
   2.68462    -16.490593    -16.490595
   2.62591    -16.491790    -16.491792
   2.62591    -16.493194    -16.493197
   2.56953    -16.491995    -16.491997
   2.51314    -16.490794    -16.490796
   2.45675    -16.489658    -16.489661
   2.40037    -16.488600    -16.488602
   2.34398    -16.487658    -16.487660
   2.28759    -16.486853    -16.486855
   2.23121    -16.486201    -16.486203
   2.17482    -16.485706    -16.485708
   2.11843    -16.485356    -16.485358
   2.06205    -16.485155    -16.485157
   2.00566    -16.485516    -16.485519
   2.00566    -16.485516    -16.485519
   1.94938    -16.485333    -16.485336
   1.89311    -16.485322    -16.485325
   1.83684    -16.485331    -16.485333
   1.78056    -16.485361    -16.485363
   1.72429    -16.485417    -16.485419
   1.66801    -16.485509    -16.485511
   1.61174    -16.485648    -16.485650
   1.55546    -16.485817    -16.485819
   1.49919    -16.485992    -16.485995
   1.44291    -16.486169    -16.486171
   1.38664    -16.486319    -16.486322
   1.33036    -16.486423    -16.486425
   1.27409    -16.486424    -16.486426
   1.27409    -16.486521    -16.486523
   1.21114    -16.486443    -16.486446
   1.14820    -16.486221    -16.486223
   1.08526    -16.485909    -16.485911
   1.02231    -16.485598    -16.485601
   0.95937    -16.485535    -16.485538
   0.89643    -16.485519    -16.485522
   0.83348    -16.485516    -16.485519
   0.83348    -16.485516    -16.485519
   0.77111    -16.485192    -16.485194
   0.70875    -16.485510    -16.485512
   0.64638    -16.486073    -16.486075
   0.58401    -16.486928    -16.486931
   0.52164    -16.488090    -16.488092
   0.45928    -16.489583    -16.489585
   0.39691    -16.491358    -16.491360
   0.39691    -16.491238    -16.491241
   0.33076    -16.489503    -16.489505
   0.26461    -16.488029    -16.488032
   0.19846    -16.486911    -16.486913
   0.13230    -16.486130    -16.486132
   0.06615    -16.485669    -16.485672
   0.00000    -16.485516    -16.485519
 
# Band-Index    9
   0.00000    -16.485089    -16.485091
   0.06615    -16.480541    -16.480543
   0.13230    -16.473665    -16.473667
   0.19846    -16.467368    -16.467370
   0.26461    -16.462040    -16.462042
   0.33076    -16.457723    -16.457725
   0.39691    -16.454378    -16.454380
   0.39691    -16.446620    -16.446622
   0.45928    -16.451318    -16.451321
   0.52164    -16.456725    -16.456727
   0.58401    -16.462669    -16.462672
   0.64638    -16.469000    -16.469002
   0.70875    -16.475542    -16.475544
   0.77111    -16.481844    -16.481847
   0.83348    -16.485089    -16.485091
   0.83348    -16.485089    -16.485091
   0.89643    -16.485145    -16.485147
