#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  62 128
# Band-Index    1
   2.53673    -44.046721    -44.046714
   2.59541    -44.046834    -44.046827
   2.65410    -44.046903    -44.046896
   2.71278    -44.046926    -44.046919
   2.71278    -44.046926    -44.046919
   2.77293    -44.046922    -44.046915
   2.83308    -44.046912    -44.046905
   2.89322    -44.046897    -44.046890
   2.95337    -44.046878    -44.046871
   3.01351    -44.046859    -44.046852
   3.07366    -44.046843    -44.046836
   3.13381    -44.046833    -44.046826
   3.19395    -44.046829    -44.046822
 
# Band-Index    4
   3.19395    -44.043930    -44.043923
   3.13381    -44.043925    -44.043918
   3.07366    -44.043914    -44.043907
   3.01351    -44.043898    -44.043892
   2.95337    -44.043881    -44.043874
   2.89322    -44.043863    -44.043856
   2.83308    -44.043847    -44.043840
   2.77293    -44.043837    -44.043830
   2.71278    -44.043834    -44.043827
   2.71278    -44.043834    -44.043827
   2.65410    -44.043858    -44.043851
   2.59541    -44.043928    -44.043921
   2.53673    -44.044041    -44.044034
   2.47804    -44.044196    -44.044190
   2.41936    -44.044387    -44.044380
   2.36067    -44.044607    -44.044600
   2.30199    -44.044852    -44.044845
   2.24330    -44.045110    -44.045104
   2.18462    -44.045334    -44.045328
   2.18462    -44.045332    -44.045326
   2.12819    -44.045109    -44.045102
   2.07177    -44.044850    -44.044843
   2.01534    -44.044607    -44.044600
   1.95892    -44.044386    -44.044379
   1.90249    -44.044195    -44.044188
   1.84607    -44.044041    -44.044034
   1.78964    -44.043928    -44.043921
   1.73322    -44.043857    -44.043851
   1.67680    -44.043834    -44.043827
   1.67680    -44.043834    -44.043827
   1.61811    -44.043858    -44.043851
   1.55942    -44.043927    -44.043921
   1.50074    -44.044040    -44.044034
   1.44205    -44.044195    -44.044188
   1.38336    -44.044385    -44.044378
   1.32467    -44.044605    -44.044598
   1.26599    -44.044850    -44.044844
   1.20730    -44.045109    -44.045102
   1.14861    -44.045333    -44.045326
   1.14861    -44.045334    -44.045327
   1.09219    -44.045110    -44.045103
   1.03577    -44.044852    -44.044845
   0.97934    -44.044608    -44.044601
   0.92292    -44.044387    -44.044380
   0.86650    -44.044196    -44.044190
   0.81007    -44.044042    -44.044035
   0.75365    -44.043928    -44.043921
   0.69723    -44.043858    -44.043851
   0.64080    -44.043834    -44.043827
   0.64080    -44.043834    -44.043827
   0.57868    -44.043838    -44.043831
   0.51655    -44.043852    -44.043846
   0.45443    -44.043873    -44.043866
   0.39230    -44.043893    -44.043887
   0.33017    -44.043914    -44.043908
   0.26805    -44.043929    -44.043922
   0.20592    -44.043934    -44.043928
   0.20592    -44.043834    -44.043827
   0.15444    -44.043834    -44.043828
   0.10296    -44.043834    -44.043828
   0.05148    -44.043834    -44.043827
   0.00000    -44.043834    -44.043827
 
# Band-Index    5
   0.00000    -44.030992    -44.030991
   0.05148    -44.030992    -44.030991
   0.10296    -44.030993    -44.030991
   0.15444    -44.030993    -44.030991
   0.20592    -44.030992    -44.030991
   0.20592    -44.030995    -44.030993
   0.26805    -44.030994    -44.030993
   0.33017    -44.030994    -44.030992
   0.39230    -44.030993    -44.030991
   0.45443    -44.030993    -44.030992
   0.51655    -44.030992    -44.030991
   0.57868    -44.030992    -44.030991
   0.64080    -44.030992    -44.030991
   0.64080    -44.030992    -44.030991
   0.69723    -44.030992    -44.030991
   0.75365    -44.030993    -44.030992
   0.81007    -44.030994    -44.030993
   0.86650    -44.030994    -44.030993
   0.92292    -44.030995    -44.030993
   0.97934    -44.030996    -44.030994
   1.03577    -44.030997    -44.030995
   1.09219    -44.030997    -44.030996
   1.14861    -44.030998    -44.030996
   1.14861    -44.030996    -44.030995
   1.20730    -44.030996    -44.030994
   1.26599    -44.030995    -44.030994
   1.32467    -44.030993    -44.030992
   1.38336    -44.030993    -44.030991
   1.44205    -44.030993    -44.030991
   1.50074    -44.030993    -44.030991
   1.55942    -44.030992    -44.030991
   1.61811    -44.030992    -44.030991
   1.67680    -44.030992    -44.030991
   1.67680    -44.030992    -44.030991
   1.73322    -44.030992    -44.030991
   1.78964    -44.030993    -44.030991
   1.84607    -44.030993    -44.030992
   1.90249    -44.030993    -44.030992
   1.95892    -44.030993    -44.030992
   2.01534    -44.030994    -44.030993
   2.07177    -44.030995    -44.030994
   2.12819    -44.030995    -44.030994
   2.18462    -44.030996    -44.030995
   2.18462    -44.030998    -44.030997
   2.24330    -44.030998    -44.030996
   2.30199    -44.030997    -44.030995
   2.36067    -44.030995    -44.030994
   2.41936    -44.030994    -44.030993
   2.47804    -44.030994    -44.030992
   2.53673    -44.030994    -44.030992
   2.59541    -44.030993    -44.030992
   2.65410    -44.030993    -44.030991
   2.71278    -44.030992    -44.030991
   2.71278    -44.030992    -44.030991
   2.77293    -44.030991    -44.030990
   2.83308    -44.030991    -44.030990
   2.89322    -44.030991    -44.030990
   2.95337    -44.030991    -44.030989
   3.01351    -44.030990    -44.030988
   3.07366    -44.030989    -44.030988
   3.13381    -44.030989    -44.030988
   3.19395    -44.030990    -44.030988
 
# Band-Index    6
   3.19395    -44.030617    -44.030611
   3.13381    -44.030616    -44.030610
   3.07366    -44.030616    -44.030610
   3.01351    -44.030616    -44.030611
   2.95337    -44.030617    -44.030612
   2.89322    -44.030618    -44.030612
   2.83308    -44.030618    -44.030612
   2.77293    -44.030618    -44.030612
   2.71278    -44.030619    -44.030613
   2.71278    -44.030619    -44.030613
   2.65410    -44.030619    -44.030614
   2.59541    -44.030620    -44.030614
   2.53673    -44.030620    -44.030615
   2.47804    -44.030621    -44.030615
   2.41936    -44.030621    -44.030615
   2.36067    -44.030622    -44.030616
   2.30199    -44.030624    -44.030618
   2.24330    -44.030625    -44.030619
   2.18462    -44.030625    -44.030619
   2.18462    -44.030623    -44.030617
   2.12819    -44.030623    -44.030617
   2.07177    -44.030622    -44.030616
   2.01534    -44.030621    -44.030616
   1.95892    -44.030620    -44.030615
   1.90249    -44.030620    -44.030614
   1.84607    -44.030620    -44.030614
   1.78964    -44.030619    -44.030614
   1.73322    -44.030619    -44.030613
   1.67680    -44.030619    -44.030613
   1.67680    -44.030619    -44.030613
   1.61811    -44.030619    -44.030613
   1.55942    -44.030619    -44.030614
   1.50074    -44.030620    -44.030614
   1.44205    -44.030620    -44.030614
   1.38336    -44.030620    -44.030614
   1.32467    -44.030620    -44.030615
   1.26599    -44.030622    -44.030617
   1.20730    -44.030623    -44.030617
   1.14861    -44.030623    -44.030618
   1.14861    -44.030625    -44.030619
   1.09219    -44.030624    -44.030618
   1.03577    -44.030624    -44.030618
   0.97934    -44.030623    -44.030617
   0.92292    -44.030622    -44.030616
   0.86650    -44.030621    -44.030616
   0.81007    -44.030621    -44.030615
   0.75365    -44.030620    -44.030614
   0.69723    -44.030619    -44.030614
   0.64080    -44.030619    -44.030613
   0.64080    -44.030619    -44.030613
   0.57868    -44.030619    -44.030613
   0.51655    -44.030619    -44.030613
   0.45443    -44.030620    -44.030614
   0.39230    -44.030620    -44.030614
   0.33017    -44.030620    -44.030615
   0.26805    -44.030621    -44.030615
   0.20592    -44.030622    -44.030616
   0.20592    -44.030619    -44.030614
   0.15444    -44.030620    -44.030614
   0.10296    -44.030620    -44.030614
   0.05148    -44.030619    -44.030613
   0.00000    -44.030619    -44.030613
 
# Band-Index    7
   0.00000    -33.079668    -33.079670
   0.05148    -33.079669    -33.079671
   0.10296    -33.079670    -33.079672
   0.15444    -33.079671    -33.079673
   0.20592    -33.079671    -33.079673
   0.20592    -33.078788    -33.078790
   0.26805    -33.078838    -33.078839
   0.33017    -33.078973    -33.078975
   0.39230    -33.079160    -33.079161
   0.45443    -33.079355    -33.079356
   0.51655    -33.079519    -33.079521
   0.57868    -33.079630    -33.079631
   0.64080    -33.079668    -33.079670
   0.64080    -33.079668    -33.079670
   0.69723    -33.079613    -33.079615
   0.75365    -33.079451    -33.079452
   0.81007    -33.079185    -33.079187
   0.86650    -33.078823    -33.078825
   0.92292    -33.078379    -33.078380
   0.97934    -33.077867    -33.077869
   1.03577    -33.077311    -33.077313
   1.09219    -33.076760    -33.076762
   1.14861    -33.076437    -33.076438
   1.14861    -33.076423    -33.076425
   1.20730    -33.076751    -33.076753
   1.26599    -33.077306    -33.077307
   1.32467    -33.077863    -33.077865
   1.38336    -33.078376    -33.078378
   1.44205    -33.078822    -33.078824
   1.50074    -33.079185    -33.079187
   1.55942    -33.079451    -33.079452
   1.61811    -33.079613    -33.079615
   1.67680    -33.079668    -33.079670
   1.67680    -33.079668    -33.079670
   1.73322    -33.079613    -33.079615
   1.78964    -33.079450    -33.079451
   1.84607    -33.079184    -33.079186
   1.90249    -33.078822    -33.078823
   1.95892    -33.078376    -33.078378
   2.01534    -33.077864    -33.077866
   2.07177    -33.077307    -33.077309
   2.12819    -33.076754    -33.076756
   2.18462    -33.076427    -33.076429
   2.18462    -33.076433    -33.076435
   2.24330    -33.076757    -33.076759
   2.30199    -33.077310    -33.077312
   2.36067    -33.077866    -33.077868
   2.41936    -33.078379    -33.078380
   2.47804    -33.078824    -33.078826
   2.53673    -33.079186    -33.079188
   2.59541    -33.079452    -33.079453
   2.65410    -33.079614    -33.079615
   2.71278    -33.079668    -33.079670
   2.71278    -33.079668    -33.079670
   2.77293    -33.079638    -33.079640
   2.83308    -33.079552    -33.079554
   2.89322    -33.079420    -33.079422
   2.95337    -33.079257    -33.079258
   3.01351    -33.079084    -33.079085
   3.07366    -33.078929    -33.078931
   3.13381    -33.078821    -33.078823
   3.19395    -33.078783    -33.078785
 
# Band-Index    8
   3.19395    -33.078690    -33.078692
   3.13381    -33.078728    -33.078730
   3.07366    -33.078836    -33.078838
   3.01351    -33.078991    -33.078993
   2.95337    -33.079164    -33.079166
   2.89322    -33.079328    -33.079330
   2.83308    -33.079461    -33.079463
   2.77293    -33.079548    -33.079550
   2.71278    -33.079578    -33.079580
   2.71278    -33.079578    -33.079580
   2.65410    -33.079523    -33.079525
   2.59541    -33.079358    -33.079360
   2.53673    -33.079090    -33.079092
   2.47804    -33.078726    -33.078728
   2.41936    -33.078281    -33.078283
   2.36067    -33.077769    -33.077771
   2.30199    -33.077214    -33.077216
   2.24330    -33.076663    -33.076665
   2.18462    -33.076340    -33.076342
   2.18462    -33.076325    -33.076327
   2.12819    -33.076653    -33.076655
   2.07177    -33.077207    -33.077209
   2.01534    -33.077765    -33.077767
   1.95892    -33.078279    -33.078281
   1.90249    -33.078727    -33.078729
   1.84607    -33.079091    -33.079093
   1.78964    -33.079358    -33.079360
   1.73322    -33.079523    -33.079525
   1.67680    -33.079578    -33.079580
   1.67680    -33.079578    -33.079580
   1.61811    -33.079522    -33.079524
   1.55942    -33.079357    -33.079359
   1.50074    -33.079089    -33.079091
   1.44205    -33.078725    -33.078727
   1.38336    -33.078278    -33.078280
   1.32467    -33.077766    -33.077768
   1.26599    -33.077210    -33.077212
   1.20730    -33.076656    -33.076658
   1.14861    -33.076330    -33.076332
   1.14861    -33.076336    -33.076338
   1.09219    -33.076660    -33.076662
   1.03577    -33.077212    -33.077214
   0.97934    -33.077768    -33.077770
   0.92292    -33.078282    -33.078284
   0.86650    -33.078729    -33.078731
   0.81007    -33.079092    -33.079094
   0.75365    -33.079359    -33.079361
   0.69723    -33.079523    -33.079525
   0.64080    -33.079578    -33.079580
   0.64080    -33.079578    -33.079580
   0.57868    -33.079539    -33.079541
   0.51655    -33.079429    -33.079431
   0.45443    -33.079263    -33.079265
   0.39230    -33.079067    -33.079069
   0.33017    -33.078881    -33.078883
   0.26805    -33.078745    -33.078747
   0.20592    -33.078695    -33.078697
   0.20592    -33.079576    -33.079578
   0.15444    -33.079577    -33.079579
   0.10296    -33.079578    -33.079580
   0.05148    -33.079578    -33.079580
   0.00000    -33.079578    -33.079580
 
# Band-Index    9
   0.00000    -33.072207    -33.072209
   0.05148    -33.072208    -33.072209
   0.10296    -33.072208    -33.072210
   0.15444    -33.072208    -33.072209
   0.20592    -33.072208    -33.072209
   0.20592    -33.073123    -33.073124
   0.26805    -33.073071    -33.073073
   0.33017    -33.072929    -33.072931
   0.39230    -33.072736    -33.072737
   0.45443    -33.072536    -33.072537
   0.51655    -33.072363    -33.072364
   0.57868    -33.072247    -33.072249
   0.64080    -33.072207    -33.072209
   0.64080    -33.072207    -33.072209
   0.69723    -33.072264    -33.072266
   0.75365    -33.072431    -33.072433
   0.81007    -33.072703    -33.072704
   0.86650    -33.073071    -33.073072
   0.92292    -33.073522    -33.073524
   0.97934    -33.074042    -33.074043
   1.03577    -33.074603    -33.074605
   1.09219    -33.075158    -33.075160
   1.14861    -33.075484    -33.075485
   1.14861    -33.075491    -33.075492
   1.20730    -33.075162    -33.075163
   1.26599    -33.074604    -33.074606
   1.32467    -33.074040    -33.074042
   1.38336    -33.073522    -33.073523
   1.44205    -33.073070    -33.073072
   1.50074    -33.072702    -33.072703
   1.55942    -33.072430    -33.072432
   1.61811    -33.072264    -33.072265
   1.67680    -33.072207    -33.072209
   1.67680    -33.072207    -33.072209
   1.73322    -33.072264    -33.072265
   1.78964    -33.072431    -33.072432
   1.84607    -33.072702    -33.072704
   1.90249    -33.073070    -33.073072
   1.95892    -33.073522    -33.073524
   2.01534    -33.074042    -33.074043
   2.07177    -33.074604    -33.074606
   2.12819    -33.075161    -33.075163
   2.18462    -33.075490    -33.075492
   2.18462    -33.075485    -33.075486
   2.24330    -33.075159    -33.075160
   2.30199    -33.074603    -33.074605
   2.36067    -33.074040    -33.074042
   2.41936    -33.073522    -33.073524
   2.47804    -33.073071    -33.073072
   2.53673    -33.072702    -33.072704
   2.59541    -33.072431    -33.072433
   2.65410    -33.072264    -33.072266
   2.71278    -33.072207    -33.072209
   2.71278    -33.072207    -33.072209
   2.77293    -33.072237    -33.072239
   2.83308    -33.072326    -33.072328
   2.89322    -33.072464    -33.072465
   2.95337    -33.072632    -33.072634
   3.01351    -33.072810    -33.072811
   3.07366    -33.072968    -33.072970
   3.13381    -33.073080    -33.073082
   3.19395    -33.073121    -33.073123
 
# Band-Index   10
   3.19395    -33.073027    -33.073029
   3.13381    -33.072986    -33.072988
   3.07366    -33.072875    -33.072877
   3.01351    -33.072717    -33.072719
   2.95337    -33.072540    -33.072542
   2.89322    -33.072372    -33.072374
   2.83308    -33.072234    -33.072236
   2.77293    -33.072145    -33.072147
   2.71278    -33.072114    -33.072116
   2.71278    -33.072114    -33.072116
   2.65410    -33.072171    -33.072173
   2.59541    -33.072338    -33.072340
   2.53673    -33.072609    -33.072611
   2.47804    -33.072976    -33.072978
   2.41936    -33.073426    -33.073428
   2.36067    -33.073943    -33.073945
   2.30199    -33.074506    -33.074508
   2.24330    -33.075061    -33.075063
   2.18462    -33.075386    -33.075388
   2.18462    -33.075392    -33.075394
   2.12819    -33.075063    -33.075065
   2.07177    -33.074506    -33.074508
   2.01534    -33.073945    -33.073947
   1.95892    -33.073427    -33.073429
   1.90249    -33.072975    -33.072977
   1.84607    -33.072609    -33.072611
   1.78964    -33.072337    -33.072339
   1.73322    -33.072171    -33.072173
   1.67680    -33.072114    -33.072116
