# Tetrahedron method
       -2.9941245403        0.0000000000
       -2.8870418117        0.0000000000
       -2.7799590830        0.0000000000
       -2.6728763544        0.0000000000
       -2.5657936257        0.0000000000
       -2.4587108971        0.0000000000
       -2.3516281685        0.0000000000
       -2.2445454398        0.0000000000
       -2.1374627112        0.0000000000
       -2.0303799825        0.0000000000
       -1.9232972539        0.0000000000
       -1.8162145253        0.0000000000
       -1.7091317966        0.0000000000
       -1.6020490680        0.0000000000
       -1.4949663393        0.0000000000
       -1.3878836107        0.0000000000
       -1.2808008821        0.0000000000
       -1.1737181534        0.0513198552
       -1.0666354248        0.1326248437
       -0.9595526961        0.1721131260
       -0.8524699675        0.1902249107
       -0.7453872389        0.1857436150
       -0.6383045102        0.1701169995
       -0.5312217816        0.1418338716
       -0.4241390529        0.1094242963
       -0.3170563243        0.0876847734
       -0.2099735957        0.0780786871
       -0.1028908670        0.0772426886
        0.0041918616        0.0790396321
        0.1112745903        0.0821473510
        0.2183573189        0.0878916122
        0.3254400475        0.1011086450
        0.4325227762        0.1343576119
        0.5396055048        0.1908938756
        0.6466882335        0.2507111714
        0.7537709621        0.3172455507
        0.8608536907        0.3916524574
        0.9679364194        0.4730406494
        1.0750191480        0.5752150962
        1.1821018767        0.6986968572
        1.2891846053        0.8665791825
        1.3962673340        1.1663996612
        1.5033500626        1.3189513856
        1.6104327912        1.5610116193
        1.7175155199        1.6297345333
        1.8245982485        2.1763430508
        1.9316809772        2.1942498215
        2.0387637058        2.9501876424
        2.1458464344        1.5816388086
        2.2529291631        0.5786313822
        2.3600118917        1.7766559564
        2.4670946204        3.0734956429
        2.5741773490        3.1578791643
        2.6812600776        4.0234744396
        2.7883428063        3.3529908117
        2.8954255349        2.9326028438
        3.0025082636        3.2797637895
        3.1095909922        4.2098275591
        3.2166737208        3.4184278836
        3.3237564495        3.7876216778
        3.4308391781        2.5983743775
        3.5379219068        2.0211348552
        3.6450046354        3.0113770934
        3.7520873640        2.5070645887
        3.8591700927        2.9541096072
        3.9662528213        2.6122244101
        4.0733355500        3.5475923453
        4.1804182786        3.6030661413
        4.2875010072        3.6493169272
        4.3945837359        6.0436493196
        4.5016664645        6.3183137519
        4.6087491932        5.9765307649
        4.7158319218        5.5063190580
        4.8229146504        5.0169776539
        4.9299973791        3.6936804915
        5.0370801077        4.5322101060
        5.1441628364        5.3407184270
        5.2512455650        5.6429191108
        5.3583282937        5.1915499868
        5.4654110223        5.6092571036
        5.5724937509        4.9759163248
        5.6795764796        6.7051895416
        5.7866592082        5.0258092985
        5.8937419369        3.0217196176
        6.0008246655        5.0394054701
        6.1079073941        3.2741645567
        6.2149901228        2.5350911859
        6.3220728514        2.0268793327
        6.4291555801        2.7240780183
        6.5362383087        2.9816756154
        6.6433210373        2.5096854734
