#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   1.70888    -37.566796    -37.566801
   1.76493    -37.566443    -37.566447
   1.82099    -37.566217    -37.566222
   1.87705    -37.566306    -37.566310
   1.93311    -37.566672    -37.566676
   1.98917    -37.567004    -37.567008
   1.98917    -37.567004    -37.567008
   2.04692    -37.566547    -37.566552
   2.10468    -37.566207    -37.566212
   2.16243    -37.566413    -37.566418
   2.22019    -37.566875    -37.566880
   2.27794    -37.567429    -37.567434
   2.33570    -37.568018    -37.568023
   2.39346    -37.568577    -37.568582
   2.45121    -37.569041    -37.569046
   2.50897    -37.569353    -37.569358
   2.56672    -37.569465    -37.569470
   2.56672    -37.566928    -37.566932
   2.62357    -37.566943    -37.566948
   2.68041    -37.566959    -37.566963
   2.73726    -37.566968    -37.566972
   2.79410    -37.566978    -37.566983
   2.85095    -37.566987    -37.566992
   2.90779    -37.566994    -37.566998
   2.96464    -37.566999    -37.567003
   3.02148    -37.567002    -37.567006
   3.07833    -37.567005    -37.567009
   3.13517    -37.567005    -37.567009
   3.19202    -37.567004    -37.567008
   3.19202    -37.567004    -37.567008
   3.25026    -37.566521    -37.566525
   3.30850    -37.565953    -37.565958
   3.36675    -37.565470    -37.565475
   3.42499    -37.565272    -37.565276
   3.48324    -37.565136    -37.565141
   3.54148    -37.564990    -37.564995
   3.59973    -37.564842    -37.564846
   3.65797    -37.564696    -37.564700
   3.71621    -37.564571    -37.564576
   3.77446    -37.564480    -37.564485
 
# Band-Index    4
   3.77446    -37.564474    -37.564478
   3.71621    -37.564414    -37.564419
   3.65797    -37.564405    -37.564409
   3.59973    -37.564459    -37.564463
   3.54148    -37.564585    -37.564589
   3.48324    -37.564790    -37.564795
   3.42499    -37.565084    -37.565088
   3.36675    -37.565385    -37.565389
   3.30850    -37.565469    -37.565473
   3.25026    -37.565522    -37.565526
   3.19202    -37.565540    -37.565544
   3.19202    -37.565540    -37.565544
   3.13517    -37.565607    -37.565611
   3.07833    -37.565795    -37.565799
   3.02148    -37.566065    -37.566070
   2.96464    -37.566342    -37.566346
   2.90779    -37.566554    -37.566558
   2.85095    -37.566692    -37.566696
   2.79410    -37.566777    -37.566782
   2.73726    -37.566833    -37.566838
   2.68041    -37.566875    -37.566879
   2.62357    -37.566903    -37.566907
   2.56672    -37.566924    -37.566928
   2.56672    -37.569464    -37.569467
   2.50897    -37.568868    -37.568872
   2.45121    -37.567821    -37.567825
   2.39346    -37.566863    -37.566867
   2.33570    -37.566129    -37.566133
   2.27794    -37.565663    -37.565667
   2.22019    -37.565471    -37.565475
   2.16243    -37.565522    -37.565526
   2.10468    -37.565668    -37.565672
   2.04692    -37.565599    -37.565603
   1.98917    -37.565540    -37.565544
   1.98917    -37.565540    -37.565544
   1.93311    -37.565576    -37.565580
   1.87705    -37.565654    -37.565658
   1.82099    -37.565635    -37.565639
   1.76493    -37.565511    -37.565515
   1.70888    -37.565465    -37.565469
   1.65282    -37.565558    -37.565562
   1.59676    -37.565811    -37.565815
   1.54070    -37.566228    -37.566232
   1.48464    -37.566800    -37.566804
   1.42858    -37.567511    -37.567515
   1.37253    -37.568312    -37.568316
   1.31647    -37.569080    -37.569084
   1.26041    -37.569457    -37.569461
   1.26041    -37.566925    -37.566929
   1.19757    -37.566887    -37.566892
   1.13474    -37.566827    -37.566831
   1.07190    -37.566718    -37.566722
   1.00906    -37.566500    -37.566504
   0.94622    -37.566107    -37.566111
   0.88339    -37.565703    -37.565707
   0.82055    -37.565540    -37.565544
   0.82055    -37.565540    -37.565544
   0.75817    -37.565489    -37.565493
   0.69579    -37.565329    -37.565333
   0.63340    -37.564782    -37.564786
   0.57102    -37.564479    -37.564483
   0.50864    -37.564384    -37.564388
   0.44626    -37.564450    -37.564454
   0.44626    -37.565550    -37.565555
   0.38251    -37.565549    -37.565554
   0.31876    -37.565548    -37.565552
   0.25500    -37.565544    -37.565549
   0.19125    -37.565546    -37.565550
   0.12750    -37.565544    -37.565548
   0.06375    -37.565541    -37.565545
   0.00000    -37.565540    -37.565544
 
# Band-Index    5
   0.00000    -18.597211    -18.597210
   0.06375    -18.597135    -18.597134
   0.12750    -18.596914    -18.596914
   0.19125    -18.596597    -18.596597
   0.25500    -18.596251    -18.596251
   0.31876    -18.595929    -18.595929
   0.38251    -18.595706    -18.595706
   0.44626    -18.595627    -18.595627
   0.44626    -18.540402    -18.540402
   0.50864    -18.556845    -18.556845
   0.57102    -18.570938    -18.570938
   0.63340    -18.582271    -18.582271
   0.69579    -18.590537    -18.590537
   0.75817    -18.595541    -18.595541
   0.82055    -18.597211    -18.597210
   0.82055    -18.597211    -18.597210
   0.88339    -18.593646    -18.593646
   0.94622    -18.583135    -18.583135
   1.00906    -18.566868    -18.566868
   1.07190    -18.571146    -18.571146
   1.13474    -18.580277    -18.580277
   1.19757    -18.585989    -18.585989
   1.26041    -18.587488    -18.587488
   1.26041    -18.509612    -18.509612
   1.31647    -18.520664    -18.520664
   1.37253    -18.533183    -18.533183
   1.42858    -18.543183    -18.543183
   1.48464    -18.550337    -18.550337
   1.54070    -18.554654    -18.554654
   1.59676    -18.556576    -18.556576
   1.65282    -18.558498    -18.558498
   1.70888    -18.566287    -18.566287
   1.76493    -18.576205    -18.576205
   1.82099    -18.584957    -18.584957
   1.87705    -18.591639    -18.591639
   1.93311    -18.595801    -18.595801
   1.98917    -18.597211    -18.597210
   1.98917    -18.597211    -18.597210
   2.04692    -18.594871    -18.594871
   2.10468    -18.588043    -18.588042
   2.16243    -18.577401    -18.577401
   2.22019    -18.564599    -18.564598
   2.27794    -18.557212    -18.557212
   2.33570    -18.555677    -18.555677
   2.39346    -18.550629    -18.550629
   2.45121    -18.540701    -18.540701
   2.50897    -18.526035    -18.526035
   2.56672    -18.511392    -18.511392
   2.56672    -18.585945    -18.585945
   2.62357    -18.585709    -18.585708
   2.68041    -18.583799    -18.583799
   2.73726    -18.580312    -18.580311
   2.79410    -18.575395    -18.575395
   2.85095    -18.569320    -18.569320
   2.90779    -18.563816    -18.563816
   2.96464    -18.574455    -18.574455
   3.02148    -18.584132    -18.584132
   3.07833    -18.591333    -18.591333
   3.13517    -18.595734    -18.595734
   3.19202    -18.597211    -18.597210
   3.19202    -18.597211    -18.597210
   3.25026    -18.596572    -18.596572
   3.30850    -18.594653    -18.594653
   3.36675    -18.591474    -18.591474
   3.42499    -18.587074    -18.587073
   3.48324    -18.581507    -18.581507
   3.54148    -18.574848    -18.574848
   3.59973    -18.567181    -18.567181
   3.65797    -18.558609    -18.558609
   3.71621    -18.549231    -18.549231
   3.77446    -18.539154    -18.539154
 
# Band-Index    6
   3.77446    -18.539148    -18.539148
   3.71621    -18.528461    -18.528461
   3.65797    -18.517263    -18.517263
   3.59973    -18.505673    -18.505673
   3.54148    -18.507476    -18.507476
   3.48324    -18.516179    -18.516179
   3.42499    -18.523699    -18.523698
   3.36675    -18.529788    -18.529788
   3.30850    -18.534258    -18.534258
   3.25026    -18.536993    -18.536992
   3.19202    -18.537918    -18.537918
   3.19202    -18.537918    -18.537918
   3.13517    -18.539215    -18.539215
   3.07833    -18.542926    -18.542926
   3.02148    -18.548534    -18.548534
   2.96464    -18.555301    -18.555301
   2.90779    -18.562452    -18.562452
   2.85095    -18.563636    -18.563636
   2.79410    -18.570392    -18.570392
   2.73726    -18.576555    -18.576555
   2.68041    -18.581316    -18.581316
   2.62357    -18.584475    -18.584475
   2.56672    -18.585943    -18.585943
   2.56672    -18.511390    -18.511390
