#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   0.84942    -18.547275    -18.547276
   0.91193    -18.547016    -18.547017
   0.97444    -18.546647    -18.546648
   1.03696    -18.546243    -18.546244
   1.09947    -18.545874    -18.545875
   1.16198    -18.545624    -18.545625
   1.22449    -18.545534    -18.545536
   1.22449    -18.492432    -18.492433
   1.27892    -18.496456    -18.496457
   1.33334    -18.503728    -18.503729
   1.38777    -18.510439    -18.510440
   1.44220    -18.515559    -18.515560
   1.49663    -18.518827    -18.518828
   1.55105    -18.520323    -18.520325
   1.60548    -18.520680    -18.520681
   1.65991    -18.524744    -18.524745
   1.71433    -18.531877    -18.531878
   1.76876    -18.538284    -18.538285
   1.82319    -18.543220    -18.543221
   1.87761    -18.546315    -18.546317
   1.93204    -18.547368    -18.547369
   1.93204    -18.547368    -18.547369
   1.98722    -18.546296    -18.546297
   2.04239    -18.543135    -18.543137
   2.09756    -18.538116    -18.538117
   2.15274    -18.531966    -18.531967
   2.20791    -18.528582    -18.528583
   2.26309    -18.532868    -18.532869
   2.31826    -18.536789    -18.536789
   2.37344    -18.540045    -18.540046
   2.42861    -18.542399    -18.542400
   2.48379    -18.543723    -18.543724
   2.53896    -18.543918    -18.543919
   2.53896    -18.502431    -18.502432
   2.59586    -18.509994    -18.509996
   2.65276    -18.517090    -18.517091
   2.70966    -18.523633    -18.523634
   2.76656    -18.529546    -18.529547
   2.82346    -18.534746    -18.534747
   2.88036    -18.539153    -18.539154
   2.93726    -18.542681    -18.542682
   2.99416    -18.545261    -18.545263
   3.05106    -18.546837    -18.546838
   3.10796    -18.547368    -18.547369
   3.10796    -18.547368    -18.547369
   3.16376    -18.545643    -18.545644
   3.21956    -18.540649    -18.540651
   3.27536    -18.532991    -18.532992
   3.33116    -18.524158    -18.524160
   3.38696    -18.520844    -18.520844
   3.44277    -18.519696    -18.519697
   3.49857    -18.515808    -18.515809
   3.55437    -18.508815    -18.508816
   3.61017    -18.499638    -18.499639
   3.66597    -18.493633    -18.493634
 
# Band-Index    6
   3.66597    -18.493631    -18.493632
   3.61017    -18.494658    -18.494659
   3.55437    -18.497408    -18.497409
   3.49857    -18.501346    -18.501347
   3.44277    -18.506432    -18.506433
   3.38696    -18.513282    -18.513284
   3.33116    -18.517880    -18.517881
   3.27536    -18.516488    -18.516488
   3.21956    -18.515327    -18.515327
   3.16376    -18.514908    -18.514909
   3.10796    -18.514828    -18.514829
   3.10796    -18.514828    -18.514829
   3.05106    -18.514204    -18.514205
   2.99416    -18.512341    -18.512341
   2.93726    -18.509280    -18.509280
   2.88036    -18.505123    -18.505124
   2.82346    -18.499999    -18.500000
   2.76656    -18.494081    -18.494082
   2.70966    -18.487572    -18.487573
   2.65276    -18.486203    -18.486204
   2.59586    -18.494473    -18.494474
   2.53896    -18.502429    -18.502430
   2.53896    -18.543917    -18.543918
   2.48379    -18.542941    -18.542942
   2.42861    -18.540816    -18.540817
   2.37344    -18.537641    -18.537642
   2.31826    -18.533623    -18.533624
   2.26309    -18.529444    -18.529445
   2.20791    -18.527689    -18.527690
   2.15274    -18.524304    -18.524305
   2.09756    -18.520452    -18.520453
   2.04239    -18.517417    -18.517418
   1.98722    -18.515487    -18.515488
   1.93204    -18.514828    -18.514829
   1.93204    -18.514828    -18.514829
