#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -43.9929  -43.9863  -43.9863  -43.9857  -23.6323  -23.6114  -23.5958  -23.5781  -23.5771  -23.5759  -23.5631  -23.5629  -23.5576  -23.5296  -23.5161  -23.5025  -17.6275  -17.6265  -17.6078  -17.5874  -17.5807  -17.5726  -17.5661  -17.5577  -17.5569  -17.5474  -17.5336  -17.5299  -17.5192  -17.5187  -17.5003  -17.4944  -17.4917  -17.4866  -17.4588  -17.4564  -12.9607  -11.8457  -11.6866  -10.7252  -10.7021  -10.5949  -10.5840  -10.4316   -7.4715   -6.1988   -6.1925   -5.2828   -4.3749   -4.2003   -4.1885   -4.0316   -3.8432   -3.2923   -3.1826   -2.8274   -2.5215   -2.4899   -2.3314   -2.2456   -1.9753   -1.8464   -1.6096   -1.6035   -1.3756   -0.3636   -0.3164   -0.2439    1.8456    2.3011    2.6250    3.1897    3.3211    3.3316    3.6481    3.7758    3.8080    3.8843    4.0558    4.1295    4.2394    4.3317    4.6413    4.7672    4.8722    5.0750    5.1098    5.2584    5.5425    5.5472    5.8590    6.1901    6.2337    6.2922    6.3857    6.4394
  0.0638  -43.9929  -43.9868  -43.9859  -43.9857  -23.6318  -23.6106  -23.5948  -23.5814  -23.5764  -23.5753  -23.5639  -23.5606  -23.5574  -23.5303  -23.5163  -23.5035  -17.6274  -17.6265  -17.6075  -17.5872  -17.5815  -17.5738  -17.5645  -17.5577  -17.5566  -17.5470  -17.5338  -17.5302  -17.5192  -17.5187  -17.5003  -17.4946  -17.4914  -17.4866  -17.4587  -17.4564  -12.9501  -11.9312  -11.6051  -10.7275  -10.7011  -10.5987  -10.5870  -10.4346   -7.4498   -6.2281   -6.1762   -5.2784   -4.4760   -4.1777   -4.0826   -4.0212   -3.8574   -3.2778   -3.1815   -2.8098   -2.5364   -2.4715   -2.3651   -2.2824   -1.9238   -1.8185   -1.6487   -1.6401   -1.3750   -0.4068   -0.3765   -0.2808    1.9298    2.3259    2.6491    3.1929    3.3225    3.3415    3.6719    3.6880    3.8722    3.9908    4.0337    4.0870    4.2879    4.3884    4.6313    4.7798    4.8643    5.0585    5.1340    5.1401    5.5806    5.6171    5.8487    6.0561    6.1680    6.1962    6.3783    6.4290
  0.1275  -43.9926  -43.9875  -43.9856  -43.9856  -23.6300  -23.6083  -23.5919  -23.5871  -23.5764  -23.5745  -23.5642  -23.5574  -23.5567  -23.5323  -23.5170  -23.5066  -17.6274  -17.6266  -17.6066  -17.5867  -17.5840  -17.5756  -17.5621  -17.5578  -17.5555  -17.5459  -17.5346  -17.5310  -17.5192  -17.5187  -17.5001  -17.4952  -17.4909  -17.4868  -17.4586  -17.4565  -12.9182  -12.0674  -11.4797  -10.7316  -10.6990  -10.6411  -10.5675  -10.4430   -7.3867   -6.3075   -6.1283   -5.2818   -4.6025   -4.1573   -3.9923   -3.8931   -3.8912   -3.2373   -3.1663   -2.7632   -2.6209   -2.4236   -2.4183   -2.3247   -1.8577   -1.7694   -1.7292   -1.7249   -1.3577   -0.6465   -0.4157   -0.3850    2.1680    2.3880    2.6901    3.2047    3.2960    3.3724    3.5685    3.7773    3.9421    4.0493    4.0860    4.1957    4.3231    4.4770    4.6671    4.8068    4.8579    4.8870    5.0515    5.1991    5.6409    5.6885    5.8301    5.9210    6.0233    6.2358    6.3434    6.4004
  0.1913  -43.9922  -43.9881  -43.9856  -43.9854  -23.6271  -23.6048  -23.5936  -23.5876  -23.5789  -23.5713  -23.5648  -23.5554  -23.5548  -23.5351  -23.5181  -23.5111  -17.6274  -17.6267  -17.6052  -17.5873  -17.5859  -17.5773  -17.5605  -17.5580  -17.5531  -17.5443  -17.5360  -17.5323  -17.5192  -17.5188  -17.4997  -17.4959  -17.4902  -17.4870  -17.4583  -17.4567  -12.8658  -12.2086  -11.3536  -10.7327  -10.7107  -10.6939  -10.5440  -10.4548   -7.2880   -6.4211   -6.0511   -5.3244   -4.6805   -4.1763   -3.9358   -3.9082   -3.6872   -3.1750   -3.1182   -2.7615   -2.7068   -2.5054   -2.3396   -2.3371   -1.9321   -1.8383   -1.7718   -1.6648   -1.2823   -0.9684   -0.5444   -0.4786    2.4603    2.5208    2.7082    3.2247    3.2645    3.3883    3.5011    3.8352    3.8574    4.2196    4.2290    4.3863    4.3917    4.5342    4.6066    4.8043    4.8167    4.8732    5.0709    5.2817    5.5026    5.7073    5.8184    5.9632    5.9717    6.2626    6.2979    6.3847
  0.2550  -43.9917  -43.9889  -43.9855  -43.9853  -23.6232  -23.6004  -23.6002  -23.5826  -23.5822  -23.5672  -23.5662  -23.5542  -23.5533  -23.5379  -23.5194  -23.5161  -17.6273  -17.6268  -17.6032  -17.5909  -17.5849  -17.5789  -17.5597  -17.5583  -17.5498  -17.5424  -17.5378  -17.5340  -17.5191  -17.5188  -17.4993  -17.4967  -17.4896  -17.4874  -17.4581  -17.4569  -12.7939  -12.3469  -11.2309  -10.7933  -10.7288  -10.6969  -10.5222  -10.4674   -7.1616   -6.5566   -5.9482   -5.4185   -4.6903   -4.2736   -3.8669   -3.8655   -3.4811   -3.0910   -3.0327   -2.9056   -2.6723   -2.6220   -2.3300   -2.2469   -2.0842   -1.9367   -1.7674   -1.5582   -1.3228   -1.1314   -0.7370   -0.5695    2.5219    2.6863    2.9486    3.2449    3.2452    3.4006    3.4708    3.7706    3.8942    4.2137    4.2796    4.3673    4.5269    4.6558    4.6626    4.7376    4.8924    4.9717    5.1615    5.2959    5.4622    5.6796    5.7455    5.9663    5.9738    6.1848    6.3719    6.6014
  0.3188  -43.9911  -43.9896  -43.9854  -43.9852  -23.6184  -23.6067  -23.5956  -23.5862  -23.5773  -23.5687  -23.5628  -23.5559  -23.5499  -23.5410  -23.5207  -23.5199  -17.6272  -17.6270  -17.6007  -17.5945  -17.5836  -17.5806  -17.5593  -17.5586  -17.5463  -17.5403  -17.5402  -17.5360  -17.5190  -17.5189  -17.4988  -17.4974  -17.4889  -17.4878  -17.4577  -17.4571  -12.7039  -12.4777  -11.1124  -10.8913  -10.7207  -10.7020  -10.5047  -10.4794   -7.0164   -6.7058   -5.8249   -5.5474   -4.6373   -4.4072   -3.8089   -3.8079   -3.2995   -3.0368   -2.9832   -2.9182   -2.7431   -2.6994   -2.3145   -2.2444   -2.1047   -1.9481   -1.8649   -1.6304   -1.3689   -0.9768   -0.9481   -0.6852    2.5699    2.6527    3.2432    3.2547    3.3547    3.4361    3.4600    3.7110    3.9741    4.1502    4.1940    4.3027    4.4720    4.5799    4.7190    4.8165    4.9948    5.1396    5.3366    5.4367    5.4924    5.5936    5.7643    5.8857    5.8989    6.0000    6.3985    6.4389
  0.3825  -43.9904  -43.9904  -43.9853  -43.9853  -23.6129  -23.6129  -23.5907  -23.5907  -23.5725  -23.5725  -23.5590  -23.5590  -23.5453  -23.5453  -23.5212  -23.5212  -17.6271  -17.6271  -17.5978  -17.5978  -17.5821  -17.5821  -17.5589  -17.5589  -17.5430  -17.5430  -17.5381  -17.5381  -17.5190  -17.5190  -17.4981  -17.4981  -17.4884  -17.4883  -17.4574  -17.4574  -12.5977  -12.5977  -10.9987  -10.9987  -10.7108  -10.7108  -10.4911  -10.4911   -6.8617   -6.8616   -5.6880   -5.6880   -4.5368   -4.5368   -3.7842   -3.7841   -3.1588   -3.1588   -2.8631   -2.8631   -2.7945   -2.7945   -2.2907   -2.2907   -2.0029   -2.0029   -1.8380   -1.8380   -1.1634   -1.1634   -0.8230   -0.8230    2.6119    2.6120    3.2505    3.2506    3.4405    3.4406    3.6467    3.6467    4.0737    4.0737    4.2207    4.2207    4.3921    4.3923    4.8087    4.8092    5.2184    5.2184    5.3353    5.3354    5.6780    5.6790    5.7336    5.7352    5.8998    5.9010    6.3207    6.3231
  0.3825  -43.9895  -43.9895  -43.9862  -43.9862  -23.6256  -23.6256  -23.5802  -23.5802  -23.5759  -23.5759  -23.5666  -23.5665  -23.5406  -23.5406  -23.5125  -23.5125  -17.6270  -17.6270  -17.6011  -17.6011  -17.5740  -17.5740  -17.5650  -17.5650  -17.5497  -17.5497  -17.5308  -17.5308  -17.5188  -17.5188  -17.4975  -17.4975  -17.4890  -17.4890  -17.4571  -17.4571  -12.4503  -12.4503  -11.2694  -11.2693  -10.7236  -10.7236  -10.5098  -10.5098   -6.4175   -6.4175   -5.9213   -5.9213   -4.6254   -4.6254   -3.4929   -3.4929   -3.3022   -3.3021   -2.9383   -2.9383   -2.5295   -2.5295   -2.3370   -2.3370   -1.8973   -1.8973   -1.5777   -1.5777   -1.1148   -1.1148   -1.0337   -1.0337    1.4746    1.4746    2.6788    2.6788    3.3163    3.3163    3.4145    3.4146    4.2293    4.2294    4.4406    4.4406    4.8150    4.8151    5.1015    5.1100    5.3592    5.3599    5.6694    5.6882    5.8134    5.8312    6.0866    6.1463    6.2896    6.3344    6.3971    6.4657
  0.4465  -43.9902  -43.9887  -43.9862  -43.9862  -23.6251  -23.6246  -23.5903  -23.5786  -23.5735  -23.5720  -23.5668  -23.5648  -23.5423  -23.5393  -23.5152  -23.5101  -17.6271  -17.6268  -17.6030  -17.5989  -17.5753  -17.5730  -17.5655  -17.5643  -17.5506  -17.5489  -17.5313  -17.5304  -17.5189  -17.5188  -17.4981  -17.4968  -17.4895  -17.4884  -17.4574  -17.4568  -12.5733  -12.3214  -11.3665  -11.1711  -10.7341  -10.7024  -10.5284  -10.4915   -6.6144   -6.2627   -5.9482   -5.8713   -4.6901   -4.5289   -3.7371   -3.4466   -3.3364   -3.0925   -3.0352   -2.9298   -2.5107   -2.4845   -2.4283   -2.1902   -1.9769   -1.8318   -1.6136   -1.5717   -1.2905   -1.1619   -0.9380   -0.9022    1.5355    1.5399    2.5518    2.8179    3.2070    3.3594    3.4315    3.4860    4.1147    4.2568    4.4706    4.5203    4.7478    4.8314    5.0190    5.1156    5.1157    5.4963    5.5793    5.5983    5.7008    5.9328    6.0286    6.1278    6.1715    6.3033    6.3701    6.4310
  0.5105  -43.9910  -43.9880  -43.9862  -43.9861  -23.6233  -23.6226  -23.6001  -23.5808  -23.5714  -23.5696  -23.5667  -23.5599  -23.5449  -23.5373  -23.5181  -23.5079  -17.6272  -17.6267  -17.6046  -17.5965  -17.5766  -17.5723  -17.5659  -17.5632  -17.5518  -17.5483  -17.5318  -17.5301  -17.5189  -17.5188  -17.4987  -17.4962  -17.4901  -17.4879  -17.4577  -17.4566  -12.6849  -12.1937  -11.4569  -11.0778  -10.7299  -10.6757  -10.5460  -10.4743   -6.8247   -6.1800   -5.9756   -5.7724   -4.7138   -4.4139   -3.9953   -3.4682   -3.3403   -3.1445   -3.0759   -2.8331   -2.5010   -2.4844   -2.4120   -2.0272   -1.9242   -1.7935   -1.6798   -1.5875   -1.4904   -1.2463   -0.8065   -0.7364    1.6918    1.7182    2.4780    2.9222    3.1115    3.3134    3.5442    3.5830    4.0032    4.2162    4.4277    4.6488    4.7234    4.7724    4.8028    5.0323    5.0914    5.1524    5.4538    5.5779    5.7290    5.8982    5.9748    6.0690    6.1678    6.1777    6.3593    6.5019
  0.5745  -43.9916  -43.9873  -43.9862  -43.9861  -23.6208  -23.6206  -23.6074  -23.5823  -23.5704  -23.5695  -23.5660  -23.5570  -23.5483  -23.5336  -23.5207  -23.5061  -17.6273  -17.6266  -17.6058  -17.5940  -17.5779  -17.5719  -17.5660  -17.5620  -17.5530  -17.5479  -17.5324  -17.5299  -17.5190  -17.5187  -17.4993  -17.4956  -17.4906  -17.4874  -17.4580  -17.4565  -12.7808  -12.0761  -11.5359  -10.9931  -10.7112  -10.6479  -10.5619  -10.4593   -7.0282   -6.1578   -6.0160   -5.6381   -4.6928   -4.2964   -4.1954   -3.4890   -3.4036   -3.2524   -3.1832   -2.7410   -2.5634   -2.4710   -2.3352   -1.9607   -1.8170   -1.7479   -1.6672   -1.6312   -1.6026   -1.2834   -0.6651   -0.5883    1.8345    1.9834    2.5272    2.8906    3.1089    3.2721    3.6362    3.6801    3.9304    4.1686    4.2723    4.4543    4.5912    4.6507    4.8738    4.9497    5.0376    5.1453    5.3456    5.3611    5.7375    5.8332    5.9976    6.0918    6.1254    6.2324    6.3230    6.3667
  0.6385  -43.9922  -43.9868  -43.9863  -43.9860  -23.6232  -23.6173  -23.6078  -23.5829  -23.5709  -23.5700  -23.5648  -23.5576  -23.5521  -23.5295  -23.5219  -23.5046  -17.6273  -17.6266  -17.6067  -17.5916  -17.5790  -17.5719  -17.5661  -17.5606  -17.5542  -17.5476  -17.5328  -17.5298  -17.5191  -17.5187  -17.4997  -17.4951  -17.4911  -17.4871  -17.4583  -17.4564  -12.8581  -11.9773  -11.6003  -10.9154  -10.6868  -10.6226  -10.5752  -10.4473   -7.2084   -6.1633   -6.0715   -5.5023   -4.6284   -4.3196   -4.1923   -3.5374   -3.5318   -3.4230   -3.1315   -2.8227   -2.6020   -2.3838   -2.2769   -1.9325   -1.9057   -1.8856   -1.6688   -1.5833   -1.5221   -1.0694   -0.5301   -0.4636    1.8817    2.2470    2.7459    2.7808    3.1843    3.2364    3.6609    3.6948    3.9407    4.0887    4.1250    4.2223    4.3308    4.4783    4.9495    5.0167    5.0724    5.1251    5.2102    5.2716    5.6981    5.7827    5.8553    5.9154    6.2148    6.2608    6.2897    6.3476
  0.7026  -43.9926  -43.9865  -43.9863  -43.9859  -23.6278  -23.6142  -23.6034  -23.5821  -23.5730  -23.5711  -23.5638  -23.5599  -23.5553  -23.5286  -23.5199  -23.5034  -17.6274  -17.6265  -17.6073  -17.5895  -17.5799  -17.5721  -17.5661  -17.5594  -17.5553  -17.5475  -17.5332  -17.5299  -17.5192  -17.5187  -17.5000  -17.4947  -17.4914  -17.4868  -17.4586  -17.4564  -12.9147  -11.9043  -11.6477  -10.8410  -10.6714  -10.6029  -10.5848  -10.4386   -7.3499   -6.1768   -6.1325   -5.3875   -4.5231   -4.3728   -4.1119   -3.7454   -3.6720   -3.4198   -3.0287   -2.9586   -2.6035   -2.3032   -2.2859   -2.1224   -1.9756   -1.8557   -1.6360   -1.5664   -1.4918   -0.7175   -0.4177   -0.3661    1.8711    2.3604    2.7147    3.0399    3.2101    3.3436    3.5357    3.7347    3.8604    3.9756    3.9795    4.0411    4.3429    4.4822    4.7876    4.9233    5.0017    5.0988    5.2610    5.3184    5.5529    5.6293    5.8172    5.9073    6.2281    6.3251    6.3730    6.3914
  0.7666  -43.9929  -43.9864  -43.9863  -43.9858  -23.6312  -23.6121  -23.5984  -23.5798  -23.5762  -23.5732  -23.5632  -23.5621  -23.5571  -23.5292  -23.5172  -23.5027  -17.6274  -17.6265  -17.6077  -17.5880  -17.5805  -17.5724  -17.5661  -17.5583  -17.5563  -17.5474  -17.5335  -17.5299  -17.5192  -17.5187  -17.5003  -17.4944  -17.4916  -17.4866  -17.4587  -17.4564  -12.9492  -11.8603  -11.6768  -10.7718  -10.6780  -10.5940  -10.5871  -10.4334   -7.4404   -6.1881   -6.1805   -5.3101   -4.3793   -4.3780   -4.0564   -3.9788   -3.7905   -3.3551   -3.0953   -2.9024   -2.5686   -2.3908   -2.2711   -2.2586   -1.9811   -1.8485   -1.6120   -1.5975   -1.4094   -0.4481   -0.3428   -0.2909    1.8530    2.3274    2.6627    3.1931    3.2656    3.3722    3.5985    3.7757    3.7838    3.9085    3.9562    3.9703    4.4504    4.4519    4.5773    4.8235    4.8811    5.0733    5.2358    5.3040    5.4352    5.6124    5.8494    6.0538    6.2182    6.2804    6.3204    6.3964
  0.8306  -43.9929  -43.9863  -43.9863  -43.9857  -23.6323  -23.6114  -23.5958  -23.5781  -23.5771  -23.5759  -23.5631  -23.5629  -23.5576  -23.5296  -23.5161  -23.5025  -17.6275  -17.6265  -17.6078  -17.5874  -17.5807  -17.5726  -17.5661  -17.5577  -17.5569  -17.5474  -17.5336  -17.5299  -17.5192  -17.5187  -17.5003  -17.4944  -17.4917  -17.4866  -17.4588  -17.4564  -12.9607  -11.8457  -11.6866  -10.7252  -10.7021  -10.5949  -10.5840  -10.4316   -7.4715   -6.1988   -6.1925   -5.2828   -4.3749   -4.2003   -4.1885   -4.0316   -3.8432   -3.2923   -3.1826   -2.8274   -2.5215   -2.4899   -2.3314   -2.2456   -1.9753   -1.8464   -1.6096   -1.6035   -1.3756   -0.3636   -0.3164   -0.2439    1.8456    2.3011    2.6250    3.1898    3.3211    3.3316    3.6481    3.7759    3.8085    3.8843    4.0558    4.1295    4.2394    4.3315    4.6413    4.7668    4.8715    5.0746    5.1084    5.2591    5.5392    5.5433    5.8188    6.1588    6.2194    6.2495    6.3401    6.4784
  0.8306  -43.9929  -43.9863  -43.9863  -43.9857  -23.6323  -23.6114  -23.5958  -23.5781  -23.5771  -23.5759  -23.5631  -23.5629  -23.5576  -23.5296  -23.5161  -23.5025  -17.6275  -17.6265  -17.6078  -17.5874  -17.5807  -17.5726  -17.5661  -17.5577  -17.5569  -17.5474  -17.5336  -17.5299  -17.5192  -17.5187  -17.5003  -17.4944  -17.4917  -17.4866  -17.4588  -17.4564  -12.9607  -11.8457  -11.6866  -10.7252  -10.7021  -10.5949  -10.5840  -10.4316   -7.4715   -6.1988   -6.1925   -5.2828   -4.3749   -4.2003   -4.1885   -4.0316   -3.8432   -3.2923   -3.1826   -2.8274   -2.5215   -2.4899   -2.3314   -2.2456   -1.9753   -1.8464   -1.6096   -1.6035   -1.3756   -0.3636   -0.3164   -0.2439    1.8456    2.3011    2.6251    3.1898    3.3211    3.3316    3.6481    3.7753    3.8084    3.8843    4.0558    4.1295    4.2394    4.3314    4.6413    4.7669    4.8715    5.0747    5.1086    5.2585    5.5393    5.5436    5.8524    6.1614    6.2332    6.2546    6.3220    6.4251
  0.8887  -43.9929  -43.9863  -43.9863  -43.9857  -23.6323  -23.6114  -23.5958  -23.5781  -23.5771  -23.5759  -23.5631  -23.5629  -23.5576  -23.5296  -23.5161  -23.5025  -17.6274  -17.6264  -17.6077  -17.5874  -17.5806  -17.5726  -17.5661  -17.5577  -17.5569  -17.5474  -17.5336  -17.5299  -17.5192  -17.5187  -17.5003  -17.4944  -17.4917  -17.4866  -17.4588  -17.4564  -12.9527  -11.8438  -11.6927  -10.7312  -10.6959  -10.6149  -10.5776  -10.4343   -7.4727   -6.2145   -6.1622   -5.2918   -4.3690   -4.2474   -4.1363   -4.0329   -3.8320   -3.2650   -3.1850   -2.8036   -2.6231   -2.4052   -2.3227   -2.2405   -1.9457   -1.8479   -1.5990   -1.5918   -1.3744   -0.4358   -0.3353   -0.2817    1.8489    2.2859    2.7067    3.0399    3.3289    3.4248    3.6435    3.7790    3.8328    3.8458    4.0425    4.1160    4.1994    4.3289    4.5890    4.8387    4.8761    4.9678    5.1927    5.3755    5.4248    5.6369    5.7424    6.1146    6.2483    6.2653    6.3786    6.5202
  0.9468  -43.9929  -43.9863  -43.9863  -43.9857  -23.6323  -23.6114  -23.5958  -23.5781  -23.5771  -23.5759  -23.5631  -23.5629  -23.5576  -23.5296  -23.5161  -23.5025  -17.6274  -17.6264  -17.6077  -17.5873  -17.5806  -17.5726  -17.5662  -17.5578  -17.5570  -17.5473  -17.5336  -17.5299  -17.5193  -17.5187  -17.5004  -17.4944  -17.4916  -17.4865  -17.4589  -17.4563  -12.9290  -11.8384  -11.7117  -10.7415  -10.6849  -10.6512  -10.5790  -10.4420   -7.4753   -6.2596   -6.0765   -5.3162   -4.3528   -4.2847   -4.0822   -4.0410   -3.7907   -3.1958   -3.1818   -2.7461   -2.7367   -2.3527   -2.2791   -2.2296   -1.8599   -1.8489   -1.5713   -1.5574   -1.3691   -0.6656   -0.3896   -0.3492    1.8591    2.2583    2.7983    2.8770    3.3710    3.4941    3.6212    3.7280    3.7921    3.8947    4.0131    4.0275    4.1827    4.3261    4.5744    4.7805    4.9041    5.0267    5.2589    5.2759    5.5534    5.5945    5.6796    5.8248    6.1958    6.2675    6.3572    6.4400
