#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  94  64
# Band-Index    1
   0.74878    -45.751097    -45.751100
   0.69114    -45.751084    -45.751087
   0.69114    -45.751093    -45.751098
   0.63355    -45.751092    -45.751097
   0.57595    -45.751087    -45.751092
   0.51836    -45.751089    -45.751093
   0.46076    -45.751086    -45.751089
   0.40317    -45.751090    -45.751095
   0.34557    -45.751090    -45.751093
   0.28798    -45.751100    -45.751104
   0.23038    -45.751103    -45.751107
   0.17279    -45.751103    -45.751107
   0.11519    -45.751104    -45.751109
   0.05760    -45.751100    -45.751103
   0.00000    -45.751101    -45.751106
 
# Band-Index    3
   0.00000    -45.659500    -45.659501
   0.05760    -45.659503    -45.659506
   0.11519    -45.659504    -45.659506
   0.17279    -45.659506    -45.659507
   0.23038    -45.659506    -45.659507
   0.28798    -45.659512    -45.659514
   0.34557    -45.659520    -45.659523
   0.40317    -45.659526    -45.659528
   0.46076    -45.659523    -45.659526
   0.51836    -45.659535    -45.659537
   0.57595    -45.659543    -45.659545
   0.63355    -45.659537    -45.659540
   0.69114    -45.659534    -45.659537
   0.69114    -45.659472    -45.659475
   0.74878    -45.659472    -45.659475
   0.80641    -45.659484    -45.659486
   0.86405    -45.659492    -45.659495
   0.92169    -45.659500    -45.659501
   0.92169    -45.659500    -45.659501
   0.97915    -45.659498    -45.659500
   1.03662    -45.659509    -45.659512
   1.09408    -45.659492    -45.659493
   1.15155    -45.659487    -45.659490
   1.20901    -45.659486    -45.659487
   1.26648    -45.659476    -45.659479
   1.32394    -45.659478    -45.659481
   1.38141    -45.659486    -45.659487
   1.43887    -45.659492    -45.659495
   1.49634    -45.659489    -45.659492
   1.55381    -45.659484    -45.659486
   1.55381    -45.659489    -45.659492
   1.60672    -45.659489    -45.659492
   1.65963    -45.659495    -45.659498
   1.71254    -45.659501    -45.659503
   1.76545    -45.659504    -45.659506
   1.81836    -45.659510    -45.659512
   1.87128    -45.659509    -45.659512
   1.92419    -45.659503    -45.659506
   1.97710    -45.659498    -45.659500
   2.03001    -45.659495    -45.659496
   2.08292    -45.659496    -45.659500
   2.13583    -45.659493    -45.659495
   2.18875    -45.659495    -45.659496
   2.24166    -45.659495    -45.659496
   2.29457    -45.659500    -45.659501
   2.34748    -45.659498    -45.659501
   2.40039    -45.659498    -45.659501
   2.45330    -45.659501    -45.659503
   2.50622    -45.659500    -45.659501
   2.50622    -45.659500    -45.659501
   2.56085    -45.659500    -45.659501
   2.61548    -45.659504    -45.659506
   2.67011    -45.659509    -45.659510
   2.72474    -45.659501    -45.659504
   2.77937    -45.659489    -45.659492
   2.83400    -45.659484    -45.659486
   2.88863    -45.659483    -45.659486
   2.94326    -45.659479    -45.659483
   2.99790    -45.659475    -45.659478
   3.05253    -45.659472    -45.659473
   3.10716    -45.659467    -45.659469
   3.16179    -45.659461    -45.659464
   3.16179    -45.659506    -45.659509
   3.21686    -45.659509    -45.659512
   3.27192    -45.659507    -45.659510
   3.32699    -45.659501    -45.659503
   3.38206    -45.659507    -45.659509
   3.43712    -45.659507    -45.659509
   3.49219    -45.659517    -45.659518
   3.54726    -45.659504    -45.659506
   3.60232    -45.659503    -45.659504
   3.65739    -45.659500    -45.659501
   3.71246    -45.659495    -45.659496
   3.76752    -45.659495    -45.659496
   3.82259    -45.659498    -45.659501
   3.87766    -45.659503    -45.659504
   3.93273    -45.659501    -45.659503
   3.98779    -45.659495    -45.659498
   4.04286    -45.659492    -45.659495
   4.09793    -45.659500    -45.659501
   4.09793    -45.659500    -45.659501
   4.15394    -45.659503    -45.659506
   4.20996    -45.659501    -45.659503
   4.26598    -45.659498    -45.659501
   4.32199    -45.659503    -45.659506
   4.37801    -45.659512    -45.659514
   4.43402    -45.659510    -45.659512
   4.49004    -45.659517    -45.659518
   4.54606    -45.659520    -45.659521
   4.60207    -45.659517    -45.659520
   4.65809    -45.659515    -45.659518
   4.71411    -45.659517    -45.659518
   4.77012    -45.659512    -45.659515
   4.82614    -45.659512    -45.659515
 
# Band-Index    4
   4.82614    -45.659095    -45.659098
   4.77012    -45.659095    -45.659098
   4.71411    -45.659099    -45.659101
   4.65809    -45.659098    -45.659101
   4.60207    -45.659098    -45.659101
   4.54606    -45.659101    -45.659102
   4.49004    -45.659098    -45.659101
   4.43402    -45.659093    -45.659095
   4.37801    -45.659093    -45.659095
   4.32199    -45.659087    -45.659089
   4.26598    -45.659081    -45.659084
   4.20996    -45.659084    -45.659087
   4.15394    -45.659087    -45.659087
   4.09793    -45.659082    -45.659084
   4.09793    -45.659082    -45.659084
   4.04286    -45.659076    -45.659078
   3.98779    -45.659079    -45.659081
   3.93273    -45.659084    -45.659085
   3.87766    -45.659085    -45.659087
   3.82259    -45.659081    -45.659084
   3.76752    -45.659078    -45.659079
   3.71246    -45.659076    -45.659078
   3.65739    -45.659082    -45.659084
   3.60232    -45.659084    -45.659087
   3.54726    -45.659087    -45.659089
   3.49219    -45.659098    -45.659101
   3.43712    -45.659090    -45.659092
